"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"FRUpts2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","CPLX-165",210.821,7,455,455,0.000128706349206349,0.238325537615054
"FRUpts2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","CPLX-165",210.821,7,455,455,0.000128706349206349,0.238325537615054
"FORtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FORtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PFK","fwd",82.5718700845639,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","6PFK-2-CPX",64.912,2,165.143740169128,165.143740169128,0.000109184345059916,0.238325537615054
"PGM","fwd",65.5660929763939,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PGMI-MONOMER",56.194,1,65.5660929763939,65.5660929763939,0.000238071901738363,0.238325537615054
"PGM","bwd",127.719945620252,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PGMI-MONOMER",56.194,1,127.719945620252,127.719945620252,0.000122216184548464,0.238325537615054
"CYTBO3_4pp","fwd",231.866104193224,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CYT-O-UBIOX-CPLX",143.931,4,927.464416772896,927.464416772896,4.31076735778676e-05,0.238325537615054
"EAR141x","fwd",1.49190406602306,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,5.96761626409224,5.96761626409224,0.0051880011431515,0.238325537615054
"EAR181x","fwd",0.507402231738151,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,2.0296089269526,2.0296089269526,0.0152541701944943,0.238325537615054
"TPI","fwd",193.906572544439,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TPI",53.944,2,387.813145088878,387.813145088878,3.86383097999691e-05,0.238325537615054
"TPI","bwd",80.254876804397,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TPI",53.944,2,160.509753608794,160.509753608794,9.3355351357436e-05,0.238325537615054
"RPI","fwd",3.44715903870091,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","RIB5PISOMB-CPLX",32.146,2,6.89431807740182,6.89431807740182,0.0012951889286503,0.238325537615054
"RPI","bwd",51.7085083213736,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","RIB5PISOMB-CPLX",32.146,2,103.417016642747,103.417016642747,8.63440537575272e-05,0.238325537615054
"3OAR120","fwd",4.4800608462323,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,17.9202433849292,17.9202433849292,0.00158479990421805,0.238325537615054
"3OAR120","bwd",3.96741055037907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.8696422015163,15.8696422015163,0.00178958035974412,0.238325537615054
"3HAD80","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"3HAD120","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"EAR180x","fwd",2.29088602673159,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,9.16354410692636,9.16354410692636,0.00337860544334572,0.238325537615054
"AKGtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"AKGtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"SO4t2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG10003-MONOMER",29.305,1,65,65,0.000125235042735043,0.238325537615054
"SO4t2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG10003-MONOMER",29.305,1,65,65,0.000125235042735043,0.238325537615054
"EAR180y","fwd",2.08745482863002,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,8.34981931452008,8.34981931452008,0.0037078646655457,0.238325537615054
"ACONTb","fwd",46.7619680706142,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7761",186.996,2,93.5239361412284,93.5239361412284,0.000555401488394317,0.238325537615054
"ACONTb","bwd",14.1251914179772,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7761",186.996,2,28.2503828359544,28.2503828359544,0.00183867714766771,0.238325537615054
"3HAD161","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"SUCDi","fwd",91.6139639993793,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8160",355.077,12,1099.36756799255,1099.36756799255,8.97174911027285e-05,0.238325537615054
"ASNS1","fwd",3.64088864694953,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASNSYNB-CPLX",125.318,2,7.28177729389906,7.28177729389906,0.00478050263700335,0.238325537615054
"EAR80y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"EAR120y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"3OAR181","fwd",1.27988953981167,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,5.11955815924668,5.11955815924668,0.00554735372010676,0.238325537615054
"3HAD121","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"EAR140x","fwd",1.35081523236687,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,5.40326092946748,5.40326092946748,0.00572987320141344,0.238325537615054
"3OAS181","fwd",1.31640661008089,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,2.63281322016178,2.63281322016178,0.00899186038249769,0.238325537615054
"3OAS140","fwd",1.51896359918247,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,3.03792719836494,3.03792719836494,0.00779277689788964,0.238325537615054
"3OAR140","fwd",4.26551759693818,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,17.0620703877527,17.0620703877527,0.0016645107747525,0.238325537615054
"3OAR140","bwd",3.96741055037907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.8696422015163,15.8696422015163,0.00178958035974412,0.238325537615054
"EAR160y","fwd",2.08745482863002,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,8.34981931452008,8.34981931452008,0.0037078646655457,0.238325537615054
"3OAR160","fwd",3.19280138872202,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,12.7712055548881,12.7712055548881,0.00222375247802116,0.238325537615054
"3OAR160","bwd",3.96741055037907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.8696422015163,15.8696422015163,0.00178958035974412,0.238325537615054
"3HAD181","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"EAR100y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"3OAR141","fwd",3.76323216049135,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.0529286419654,15.0529286419654,0.00188667605324487,0.238325537615054
"3OAR161","fwd",3.76323216049135,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.0529286419654,15.0529286419654,0.00188667605324487,0.238325537615054
"3HAD141","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABZ-CPLX",102.198,6,14.4449641635631,14.4449641635631,0.00196527544214626,0.238325537615054
"EAR121x","fwd",1.49190406602306,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,5.96761626409224,5.96761626409224,0.0051880011431515,0.238325537615054
"ACONTa","fwd",64.3449622458679,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7761",186.996,2,128.689924491736,128.689924491736,0.000403631702625399,0.238325537615054
"ACONTa","bwd",8.0304739370086,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7761",186.996,2,16.0609478740172,16.0609478740172,0.00323413871589518,0.238325537615054
"3HAD40","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"3OAS60","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAS160","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAR60","fwd",8.24337196264866,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,32.9734878505946,32.9734878505946,0.000861298026119728,0.238325537615054
"3OAR60","bwd",3.96741055037907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.8696422015163,15.8696422015163,0.00178958035974412,0.238325537615054
"3OAR80","fwd",8.24337196264866,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,32.9734878505946,32.9734878505946,0.000861298026119728,0.238325537615054
"3OAR80","bwd",3.96741055037907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.8696422015163,15.8696422015163,0.00178958035974412,0.238325537615054
"EAR100x","fwd",1.77608521380872,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,7.10434085523488,7.10434085523488,0.0043578990128531,0.238325537615054
"EAR120x","fwd",1.77608521380872,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,7.10434085523488,7.10434085523488,0.0043578990128531,0.238325537615054
"EAR160x","fwd",1.26576123437941,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,5.06304493751764,5.06304493751764,0.0061148973359062,0.238325537615054
"EAR140y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"3OAS121","fwd",1.87647496051425,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,3.7529499210285,3.7529499210285,0.00630807481768929,0.238325537615054
"3OAS80","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAS100","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAS120","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3OAR40","fwd",8.24337196264866,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,32.9734878505946,32.9734878505946,0.000861298026119728,0.238325537615054
"3OAR40","bwd",2.66088378223201,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,10.643535128928,10.643535128928,0.00266828639695205,0.238325537615054
"3OAR100","fwd",8.24329298955517,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,32.9731719582207,32.9731719582207,0.000861306277600007,0.238325537615054
"3OAR100","bwd",3.96741055037907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.8696422015163,15.8696422015163,0.00178958035974412,0.238325537615054
"3HAD60","fwd",2.74511327309038,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,5.49022654618076,5.49022654618076,0.00191947149078288,0.238325537615054
"3HAD100","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"3HAD140","fwd",2.74511327309038,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,5.49022654618076,5.49022654618076,0.00191947149078288,0.238325537615054
"3HAD160","fwd",2.74511327309038,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,5.49022654618076,5.49022654618076,0.00191947149078288,0.238325537615054
"EAR40x","fwd",3.2680205804032,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,13.0720823216128,13.0720823216128,0.00236840613746841,0.238325537615054
"EAR60y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"EAR60x","fwd",3.2680205804032,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,13.0720823216128,13.0720823216128,0.00236840613746841,0.238325537615054
"EAR80x","fwd",3.2680205804032,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,13.0720823216128,13.0720823216128,0.00236840613746841,0.238325537615054
"3OAR180","fwd",2.90388127751107,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,11.6155251100443,11.6155251100443,0.00244500353887933,0.238325537615054
"3OAR180","bwd",2.66088378223201,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,10.643535128928,10.643535128928,0.00266828639695205,0.238325537615054
"3OAS180","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3HAD180","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"NADH16pp","fwd",106.732246466263,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","NADH-DHI-CPLX",540.414,13,1387.51920406142,1387.51920406142,0.000108189493565637,0.238325537615054
"NADH17pp","fwd",4.04801227063389,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","NADH-DHI-CPLX",540.414,13,52.6241595182406,52.6241595182406,0.00285258712679235,0.238325537615054
"VPAMTr","fwd",4.40765064319785,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","VALINE-PYRUVATE-AMINOTRANSFER-MONOMER",46.711,1,4.40765064319785,4.40765064319785,0.00294380812549243,0.238325537615054
"VPAMTr","bwd",49.2529379595513,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","VALINE-PYRUVATE-AMINOTRANSFER-MONOMER",46.711,1,49.2529379595513,49.2529379595513,0.000263441701456138,0.238325537615054
"PIt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","PITA-MONOMER",53.389,1,65,65,0.00022815811965812,0.238325537615054
"PIt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","PITA-MONOMER",53.389,1,65,65,0.00022815811965812,0.238325537615054
"PItpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11919-MONOMER",59.467,1,65,65,0.000254132478632479,0.238325537615054
"PItpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11919-MONOMER",59.467,1,65,65,0.000254132478632479,0.238325537615054
"SUCCt1pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"SUCCt1pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
